,Win Today,Place Today,Unplace Today,WIN NEXT START,WIN 2nd START,WIN 3rd START,WIN 4th START,PLACE NEXT START,PLACE 2nd START,PLACE 3rd START,PLACE 4th START
SM <= -2,0.08354006686808038,0.1767502465224886,-0.1767502465005025,0.14807382343268546,0.010083089091375024,-0.15176270564097166,-0.07643719815306721,0.014632989093988679,-0.08040870490218445,0.016358101198987986,-0.042323942668812856
SM <= -4,0.5979866762872186,0.1542979843742505,-0.15429798437431208,0.3444388754092888,0.02540220794465157,-0.1421362514017447,-0.014652334339463051,0.07275065260766765,-0.05892978044790124,0.09669285636874667,0.016973986368645992
SM >= 2,0.22144268908836906,-0.03677393591006989,0.03677393591174916,0.10003235539802227,-0.10207501170737311,0.01678783968829636,-0.05177852300926994,0.08160270163771792,0.0371530767470108,0.05154920769612869,-0.033380282572756506
SM >= 4,0.6188366655208886,-0.015414114442810658,0.015414114443798161,0.11120641209252957,-0.11287972238625144,-0.0007577700243002656,-0.0491040002579287,0.06984503114350375,0.057909941831314524,0.0486329487568736,-0.08106182448869012
SR,0.08489949513760446,-0.05367270792071249,0.05367270792095704,-0.03406733382784355,-0.14749419153264812,-0.06634058426012397,-0.023531749905123273,-0.014756722068511821,-0.22969077940174568,-0.04371879510479648,-0.059688949180337604
STRONG BURST,0.11300845641648305,0.5741900459807426,-0.574190045972623,0.11515858919176776,0.13656849781008865,-0.06849995983147131,-0.04178660690356304,-0.06812690893232379,0.04959443412310998,-0.007955655692565237,-0.035422519986015234
SW/$,0.3848922479042156,0.2616241024564881,-0.26162410245412715,0.042542546705792744,0.08007387579068646,-0.049516191100159146,-0.11281093330037364,-0.012059663092488687,0.014373718202090683,-0.05713244538644402,-0.10047897601419839
SYMMETRY BURST,0.1279506950822647,0.1516912020375424,-0.151691202047298,0.038181474754789134,0.20690654995903696,-0.17276305412181162,0.15078500770491843,0.03290450323482282,-0.013900564774625111,0.10452773079049733,0.024571078836008044
SYMMETRY WEAK,0.3928809449916251,-0.0841596392802811,0.08415963927788754,0.10125612491662618,-0.005777651727437209,0.10205363190481971,0.23189400440731925,0.025394281792621973,0.06866749007405985,0.04529529968044535,0.09811008862499043
Sectional Time,-2.0720772499614606,-1.9895016087365898,1.9895016086986903,-0.7612900238202878,-0.030372942926766223,-0.5391070130740943,0.02604762026400433,-0.2705052803217555,-0.05497474499917349,-0.27735808185777605,-0.259034343692316
Sprint,0.05610328063616415,-0.06902659011830492,0.06902659011883212,0.02769296644811438,0.05239971015052059,0.15136858970110886,0.0019271801287571572,0.032273670684061985,0.01181123619230604,0.034169932018934764,0.033959088891062826
Stretch Move 2,0.22144268908836906,-0.03677393591006989,0.03677393591174916,0.10003235539802227,-0.10207501170737311,0.01678783968829636,-0.05177852300926994,0.08160270163771792,0.0371530767470108,0.05154920769612869,-0.033380282572756506
Stretch Move 5,0.5112510868699823,0.022491197124238742,-0.02249119712544815,0.04852712194484523,-0.1600933381801843,0.05615916304173584,-0.017320448311422924,0.058469283891748915,0.04652012347330814,0.030701142043854626,-0.04450844343772834
Sustain Profile,-0.8781762372617772,-0.7860325531440296,0.7860325531639115,-0.022711796263510473,-0.07664829484051945,0.06112478856658253,-0.09441369823533285,-0.06532486883994354,-0.13027278814070684,-0.022989870258120985,0.031042726400176864
TA,-0.04072983171104598,-0.09950041875428746,0.09950041875580115,0.05258033318257276,0.2957003104222949,-0.02637779144051823,0.07953727534346915,0.02473487270793286,0.4544748844265759,0.06712904287566411,0.10721808687747716
TMP/***,0.012795043902835417,0.001985134215654506,-0.00198513421795106,-0.025058195804273608,-0.10364071162999824,-0.15809762437199043,-0.49809187019801404,0.014153029325967036,-0.07380486029505334,0.0014504631007228063,-0.0851218794682665
TMP/***.1,0.0575271435446647,-0.04460017986822293,0.04460017986076826,-0.03935892346592826,-0.013425485614070141,-0.026468259962489554,-0.22970060758026428,-0.007953393446624933,0.003574088420622603,0.0551677611090376,-0.03491044353059388
UP 1-2,-0.14370084850639653,-0.184555168811634,0.18455516880499423,0.15765819175744916,-0.03589272622591656,0.09626657245284109,-0.04334605660065394,0.05738703954585955,0.006169032761830064,0.038887158211340735,0.014791148409090009
UP 2-3,-0.11891208336060291,-0.16142920716582893,0.16142920715842501,0.15201630876475383,-0.06196531931372755,0.01573034355430609,-0.04942305930998529,0.05763281706184227,0.023704513478395042,0.003949158289936099,0.006062797260852889
UPC/*,-0.3060235282723997,-0.03170617848379832,0.03170617846201478,-0.13352348695403574,0.267457791876793,0.21713383592849006,0.08682922844783204,-0.11604256909119127,0.11406692813269377,0.0557770455752716,0.0735238673923775
UPC/E*,0.46839506620158144,0.09408132221863981,-0.09408132220825621,-0.03551856948207826,0.22378988390112448,-0.005167270635376869,0.060997449115570763,-0.05477739667618639,0.025830455728613057,0.022106514932252967,-0.04628304952173576
Unnamed: 10,-2.5707583910980776,-5.462038822903602,5.4620388229062655,0.5849671996164686,0.13752844589882557,0.40124103288929025,-0.060558559205474184,0.17650019067659684,0.31620807302249554,0.3296626578131466,0.17421903826470492
Unnamed: 11,-1.6741149628465886,-0.7375231885728613,0.7375231885782881,0.21919900666073308,0.7887052959526257,-0.005394275496653652,0.41067827833060816,0.23645662300114778,0.1600808097200034,0.009387527552012996,0.005006442333220489
Unnamed: 12,-5.161784417109657,-10.985554258489541,10.98555425850203,-0.25682613151842304,-0.2887478942847196,-0.08765084054034677,0.09160923830588258,-0.2897978794175247,-0.2686789159100876,-0.11403533425272352,-0.12793494666906274
Unnamed: 13,-1.2376822926329778,-0.8791483407097996,0.8791483407075407,-0.4427797125367327,-0.6765414105223433,-0.01564802938496122,-0.39727455123525524,0.07711104710445871,-0.35900078186936907,-0.13343362909796377,-0.02032975506273242
Unnamed: 9,-1.26994086313711,-0.4529804106385476,0.45298041064193606,-0.15167517590266202,-0.2691512932818509,0.15105966027335743,0.0023735506682816547,-0.3134933559932606,-0.03715753896971419,0.0899382242237408,0.13729351843264803
WEAK 200,0.06292786712922785,0.02585598513666682,-0.025855985146030047,-0.09470405516962303,-0.11097176178014745,-0.0897942229166291,-0.24871439546708424,-0.01459704659134628,-0.04366435367143012,-0.11307121641473968,-0.09823261631568159
WP SR,0.09129660499841351,-0.05845404084647563,0.058454040846892236,-0.03190409780931542,-0.13878076140495374,-0.073105901894053,-0.02535117869058194,-0.011728836465948935,-0.22784658526729035,-0.04662557382582206,-0.06306416441277173
Winner by 1 length,1.050334751172852,0.9304330164078557,-0.9304330163403881,0.056408782736311135,-0.001627076554139056,-0.020323682777445035,-0.028263574901681153,0.006503598352860268,-0.0374085887155324,-0.027219517143117284,-0.013792297706846457
Winner by 2 length,1.5429042201115744,0.6392672163681635,-0.6392672163218824,0.046629577472019894,-0.03435788555168471,-0.08813917133264472,-0.07191752611735336,0.026313622986065828,-0.05814538912744248,-0.07523210610835117,-0.08814777296672494
Yielding,-0.06675398921543473,0.02566714536221515,-0.025667145371294435,0.19982391093906088,0.0012516182142233742,0.1100696689993126,0.11014786321694559,0.1251964673371066,0.07610612992685681,0.11566186451045916,0.10845359567351141
